room_type_id,accommodation_id,name,capacity,quantity,price,discount_price,amenities,description
1169,293,Premier Room Lake View,2,10,6000000,5400000,"Thiết kế kiểu Đức, view hồ Tuyền Lâm, tiện nghi 5 sao, dịch vụ spa.",Phòng nghỉ sang trọng, nội thất tinh tế.
1170,293,Executive Suite with Terrace,2,8,8500000,7650000,"Phòng khách nhỏ, ban công rộng hướng hồ, tiện nghi nâng cấp.",Phòng dành cho khách muốn tầm nhìn và không gian tốt nhất.
1171,293,Edensee Villa (2-Bedroom),4,4,15000000,13500000,"Villa 2 phòng ngủ, lò sưởi, phòng khách/ăn lớn, bếp nhỏ.",Lý tưởng cho gia đình 4 người, tận hưởng tiện ích biệt thự cao cấp.
1172,293,Presidential Suite,4,2,25000000,22500000,"2 phòng ngủ, phòng ăn riêng, tiện nghi xa xỉ, tầm nhìn toàn cảnh hồ.",Trải nghiệm nghỉ dưỡng đỉnh cao.
1173,294,Deluxe Room City View,2,15,2000000,1800000,"Thiết kế hiện đại, gần trung tâm, tiện nghi 4 sao.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái.
1174,294,Premium Deluxe Balcony,2,10,3000000,2700000,"Phòng có ban công lớn, view thành phố (một phần), tiện nghi nâng cấp.",Phòng có không gian thoáng đãng, hiện đại.
1175,294,Golf Valley Suite,3,5,4500000,4050000,"Phòng khách nhỏ, giường cỡ King, tiện nghi nâng cấp.",Căn suite rộng rãi, lý tưởng cho khách công tác hoặc gia đình nhỏ.
1176,294,Family Connecting Room,4,3,6000000,5400000,"2 phòng thông nhau, 2 phòng tắm, tiện ích đầy đủ cho gia đình.",Giải pháp lưu trú cho gia đình lớn.
1177,295,Deluxe Room Garden View,2,12,2800000,2520000,"Nhiều dịch vụ giải trí, view vườn/resort, yên tĩnh.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái.
1178,295,Bungalow Lake View,2,8,4200000,3780000,"Bungalow riêng biệt, view hồ Tuyền Lâm, không gian thoáng đãng.",Phòng riêng tư, gần gũi thiên nhiên.
1179,295,Dalat Wonder Villa (2-Bedroom),4,5,7500000,6750000,"Villa 2 phòng ngủ, lò sưởi, phòng khách/ăn lớn, bếp nhỏ.",Lý tưởng cho gia đình 4 người, tận hưởng tiện ích biệt thự.
1180,295,Family Connecting Rooms,4,3,9000000,8100000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1181,296,Superior Room Garden View,2,15,5500000,4950000,"Kiến trúc Pháp sang trọng, đối diện Hồ Xuân Hương, tiện nghi 5 sao.",Phòng nghỉ tiêu chuẩn, sang trọng, nội thất cổ điển.
1182,296,Deluxe Room Lake View,2,10,7500000,6750000,"View Hồ Xuân Hương tuyệt đẹp, bồn tắm cổ điển, lò sưởi.",Phòng có tầm nhìn đắt giá, mang lại trải nghiệm độc đáo.
1183,296,Heritage Suite,3,5,12000000,10800000,"Phòng khách riêng biệt, giường cỡ King, tiện nghi cao cấp, quản gia riêng.",Căn suite sang trọng, phong cách hoàng gia.
1184,296,Presidential Suite,4,2,25000000,22500000,"2 phòng ngủ, phòng ăn riêng, tiện nghi xa xỉ, tầm nhìn toàn cảnh.",Trải nghiệm nghỉ dưỡng đỉnh cao.
1185,297,Deluxe Room City View,2,15,2200000,1980000,"Tiện nghi 4 sao, view thành phố, vị trí đắc địa, gần Hồ Xuân Hương.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái.
1186,297,Premium Deluxe Lake View,2,10,3500000,3150000,"View Hồ Xuân Hương tuyệt đẹp, tiện nghi nâng cấp, ban công.",Phòng có tầm nhìn đẹp, mang lại không gian thoải mái.
1187,297,Ngọc Lan Suite,3,5,5000000,4500000,"Phòng khách nhỏ, giường cỡ King, tiện nghi nâng cấp.",Căn suite rộng rãi, lý tưởng cho khách công tác hoặc gia đình nhỏ.
1188,297,Family Connecting Room,4,3,6500000,5850000,"2 phòng thông nhau, 2 phòng tắm, tiện ích đầy đủ cho gia đình.",Giải pháp lưu trú cho gia đình lớn.
1189,298,Standard Double/Twin,2,18,2000000,1800000,"Kiến trúc cổ điển, gần Hồ Xuân Hương và Chợ Đà Lạt, tiện nghi 4 sao.",Phòng nghỉ tiêu chuẩn, sạch sẽ, gần trung tâm.
1190,298,Superior Room with Balcony,2,12,2800000,2520000,"Ban công nhỏ hướng phố, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1191,298,Du Parc Suite,3,8,4000000,3600000,"3 người, tiện nghi cơ bản, giải pháp kinh tế cho nhóm 3.",Phòng ba người, đơn giản và hiệu quả.
1192,298,Family Quad Room,4,5,5500000,4950000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1193,299,Deluxe Room City View,2,15,2500000,2250000,"Tiện nghi 4 sao, gần Hồ Xuân Hương, tiện nghi đầy đủ.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái.
1194,299,Executive Room with Balcony,2,10,3800000,3420000,"Ban công nhỏ hướng phố, tiện nghi nâng cấp, có bàn làm việc.",Phòng thoải mái, đủ tiện nghi cho công tác hoặc du lịch.
1195,299,Sài Gòn - Đà Lạt Suite,3,5,6000000,5400000,"Phòng khách nhỏ, nội thất tinh tế, phù hợp gia đình.",Căn suite với không gian sống và nghỉ ngơi tách biệt.
1196,299,Family Connecting Rooms,4,3,7500000,6750000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1197,300,Standard Double Room,2,20,1000000,900000,"Wifi, TV, điều hòa, phòng tắm nhỏ, cơ bản, nằm ngay bờ Hồ.",Phòng cơ bản, sạch sẽ, giá rẻ.
1198,300,Superior Twin Room,2,15,1300000,1170000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1199,300,Triple Room,3,10,1800000,1620000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1200,300,Family Quad Room,4,5,2200000,1980000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1201,301,Deluxe Room Garden View,2,15,3000000,2700000,"Ven hồ Tuyền Lâm, tiện nghi 4 sao, có rừng thông, yên tĩnh.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái, gần gũi thiên nhiên.
1202,301,Studio Lake View,2,10,4500000,4050000,"Studio rộng rãi, view Hồ Tuyền Lâm tuyệt đẹp, ban công lớn.",Phòng dành cho khách muốn không gian thoáng đãng và riêng tư.
1203,301,Terracotta Villa (2-Bedroom),4,5,8000000,7200000,"Villa 2 phòng ngủ, phòng khách/ăn lớn, bếp nhỏ (tùy căn), lò sưởi.",Lý tưởng cho gia đình 4 người, tận hưởng tiện ích biệt thự.
1204,301,Family Connecting Rooms,4,3,9500000,8550000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1205,302,Premier Room Lake View,2,10,6000000,5400000,"Thiết kế kiểu Đức, view hồ Tuyền Lâm, tiện nghi 5 sao, dịch vụ spa.",Phòng nghỉ sang trọng, nội thất tinh tế.
1206,302,Executive Suite with Terrace,2,8,8500000,7650000,"Phòng khách nhỏ, ban công rộng hướng hồ, tiện nghi nâng cấp.",Phòng dành cho khách muốn tầm nhìn và không gian tốt nhất.
1207,302,Edensee Villa (2-Bedroom),4,4,15000000,13500000,"Villa 2 phòng ngủ, lò sưởi, phòng khách/ăn lớn, bếp nhỏ.",Lý tưởng cho gia đình 4 người, tận hưởng tiện ích biệt thự cao cấp.
1208,302,Presidential Suite,4,2,25000000,22500000,"2 phòng ngủ, phòng ăn riêng, tiện nghi xa xỉ, tầm nhìn toàn cảnh hồ.",Trải nghiệm nghỉ dưỡng đỉnh cao.
1209,303,Deluxe Room Garden View,2,12,2800000,2520000,"Nhiều dịch vụ giải trí, view vườn/resort, yên tĩnh.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái.
1210,303,Bungalow Lake View,2,8,4200000,3780000,"Bungalow riêng biệt, view hồ Tuyền Lâm, không gian thoáng đãng.",Phòng riêng tư, gần gũi thiên nhiên.
1211,303,Dalat Wonder Villa (2-Bedroom),4,5,7500000,6750000,"Villa 2 phòng ngủ, lò sưởi, phòng khách/ăn lớn, bếp nhỏ.",Lý tưởng cho gia đình 4 người, tận hưởng tiện ích biệt thự.
1212,303,Family Connecting Rooms,4,3,9000000,8100000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1213,304,Deluxe Room Golf View,2,12,3200000,2880000,"View sân golf, kiến trúc châu Âu, nằm trên đồi, yên tĩnh.",Phòng nghỉ tiêu chuẩn, sang trọng.
1214,304,Swiss-Belresort Suite,2,8,5000000,4500000,"Phòng khách riêng, giường cỡ King, tiện nghi cao cấp, ban công lớn.",Căn suite rộng rãi, lý tưởng cho khách công tác hoặc gia đình nhỏ.
1215,304,Swiss-Bel Villa (2-Bedroom),4,5,9000000,8100000,"Villa 2 phòng ngủ, lò sưởi, phòng khách/ăn lớn, bếp nhỏ.",Lý tưởng cho gia đình 4 người, tận hưởng tiện ích biệt thự cao cấp.
1216,304,Family Connecting Rooms,4,3,10500000,9450000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1217,305,Standard Double Room,2,15,900000,810000,"Wifi, TV, điều hòa, phòng tắm nhỏ, cơ bản, gần khu vực hồ.",Phòng cơ bản, sạch sẽ, giá rẻ.
1218,305,Superior Twin Room,2,10,1200000,1080000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1219,305,Triple Room,3,5,1600000,1440000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1220,305,Family Quad Room,4,3,2000000,1800000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1221,306,Standard Double Room,2,10,1500000,1350000,"Không gian yên bình, gần khu vực Trại Mát, tiện nghi cơ bản.",Phòng cơ bản, sạch sẽ, giá hợp lý, lãng mạn.
1222,306,Bungalow Garden View,2,8,2200000,1980000,"Bungalow riêng biệt, view vườn, không gian thoáng đãng.",Phòng riêng tư, gần gũi thiên nhiên.
1223,306,Family Room,4,5,3500000,3150000,"4 người, 2 giường đôi, phòng rộng rãi, tiện nghi gia đình.",Phù hợp cho gia đình.
1224,306,Connecting Rooms,4,3,4800000,4320000,"2 phòng Double thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1225,307,Double Room (View Cánh Đồng),2,15,1000000,900000,"Homestay nổi tiếng, view cánh đồng và nhà lồng, thiết kế độc đáo.",Phòng homestay nhỏ gọn, gần gũi thiên nhiên.
1226,307,Family Room (The Cabin),4,10,2000000,1800000,"Cabin gỗ nhỏ, tiện nghi cơ bản, phục vụ nhóm gia đình.",Phù hợp cho gia đình.
1227,307,Dormitory Bed (Shared),1,5,350000,315000,"Giường tầng, tủ khóa, phòng tắm chung, giá cực rẻ.",Phòng nghỉ tập thể siêu rẻ.
1228,307,Glamping Tent (Private),2,5,800000,720000,"Lều glamping, nệm êm, điện, trải nghiệm thiên nhiên thoải mái hơn.",Lều cao cấp hơn, tiện nghi hơn.
1229,308,Double Room (Cozy Decor),2,12,800000,720000,"Phòng riêng nhỏ, thiết kế ấm cúng, gần khu vực trồng hoa.",Phòng homestay nhỏ gọn, gần gũi thiên nhiên.
1230,308,Twin Room with Window,2,8,1100000,990000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1231,308,Triple Room,3,5,1500000,1350000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1232,308,Family Quad Room,4,3,1900000,1710000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1233,309,Standard Double Room,2,20,550000,495000,"Wifi, TV, điều hòa, phòng tắm nhỏ, cơ bản, gần Ga Trại Mát.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1234,309,Twin Room with Window,2,15,750000,675000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1235,309,Triple Room,3,10,1000000,900000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
1236,309,Family Quad Room,4,5,1300000,1170000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1237,310,Standard Double Room,2,15,600000,540000,"Wifi, TV, điều hòa, phòng tắm nhỏ, cơ bản, gần khu dân cư.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1238,310,Superior Twin Room,2,10,800000,720000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1239,310,Triple Room,3,5,1100000,990000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1240,310,Family Quad Room,4,3,1500000,1350000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1241,311,Deluxe Room Garden View,2,15,1800000,1620000,"Gần khu du lịch Lang Biang, khu vực yên tĩnh, có rừng thông.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái.
1242,311,Bungalow Forest View,2,10,2500000,2250000,"Bungalow riêng biệt, view rừng thông, không gian thoáng đãng.",Phòng riêng tư, gần gũi thiên nhiên.
1243,311,Family Suite,4,5,4000000,3600000,"2 phòng ngủ riêng biệt, khu vực sinh hoạt chung, phù hợp gia đình.",Căn suite gia đình rộng rãi, tiện nghi.
1244,311,Connecting Rooms,4,3,5500000,4950000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1245,312,Double Room (Nhà Gỗ),2,10,1200000,1080000,"Kiến trúc nhà gỗ độc đáo, gần Lang Biang, không gian ấm cúng.",Phòng nghỉ nhỏ, ấm cúng, phù hợp cho cặp đôi.
1246,312,Bungalow Garden View,2,8,1800000,1620000,"Bungalow riêng biệt, view vườn, không gian thoáng đãng.",Phòng riêng tư, gần gũi thiên nhiên.
1247,312,Triple Room,3,5,2500000,2250000,"3 người, tiện nghi cơ bản, giải pháp kinh tế cho nhóm 3.",Phòng ba người, đơn giản và hiệu quả.
1248,312,Family Quad Room,4,3,3200000,2880000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1249,313,Standard Double Room,2,20,500000,450000,"Wifi, TV, điều hòa, phòng tắm nhỏ, cơ bản, gần khu du lịch Lang Biang.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1250,313,Twin Room with Window,2,15,700000,630000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1251,313,Triple Room,3,10,900000,810000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
1252,313,Family Quad Room,4,5,1200000,1080000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1253,314,Double Room (Cozy Decor),2,10,700000,630000,"Phòng riêng nhỏ, không gian gần gũi, gần Lang Biang.",Phòng homestay nhỏ gọn, gần gũi thiên nhiên.
1254,314,Twin Room (Shared Bathroom),2,8,500000,450000,"2 giường đơn, phòng tắm chung, tiết kiệm chi phí.",Phòng tiêu chuẩn, thích hợp cho khách du lịch ba lô.
1255,314,Family Room,4,5,1400000,1260000,"4 người, 2 giường đôi, phòng rộng rãi, tiện nghi gia đình.",Phù hợp cho gia đình.
1256,314,Dormitory Bed (Shared),1,5,250000,225000,"Giường tầng, tủ khóa, phòng tắm chung, giá cực rẻ.",Phòng nghỉ tập thể siêu rẻ.
1257,315,Double Room Forest View,2,12,1000000,900000,"View rừng thông, không gian yên tĩnh, gần gũi thiên nhiên.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái.
1258,315,Superior Twin Room,2,8,1300000,1170000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1259,315,Triple Room,3,5,1700000,1530000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1260,315,Family Quad Room,4,3,2100000,1890000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1261,316,Standard Double Room,2,20,500000,450000,"Wifi, TV, điều hòa, phòng tắm nhỏ, cơ bản, nằm ở trung tâm huyện Lâm Hà.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1262,316,Twin Room with Window,2,15,700000,630000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1263,316,Triple Room,3,10,900000,810000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
1264,316,Family Quad Room,4,5,1200000,1080000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1265,317,Double Room (Coffee View),2,10,900000,810000,"Gần vườn cà phê, không gian yên tĩnh, thiết kế ấm cúng.",Phòng homestay nhỏ gọn, gần gũi thiên nhiên.
1266,317,Family Room (The Cabin),4,8,1800000,1620000,"Cabin gỗ nhỏ, tiện nghi cơ bản, phục vụ nhóm gia đình.",Phù hợp cho gia đình.
1267,317,Triple Room,3,5,1300000,1170000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1268,317,Dormitory Bed (Shared),1,5,300000,270000,"Giường tầng, tủ khóa, phòng tắm chung, giá cực rẻ.",Phòng nghỉ tập thể siêu rẻ.
1269,318,Standard Double Room,2,15,800000,720000,"Wifi, TV, điều hòa, phòng tắm nhỏ, cơ bản, phục vụ khách đi công tác.",Phòng cơ bản, sạch sẽ, giá rẻ.
1270,318,Superior Twin Room,2,10,1100000,990000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1271,318,Triple Room,3,5,1400000,1260000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1272,318,Family Quad Room,4,3,1800000,1620000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
